cod_loc,id_prov,id_departamento,observaciones,categoria,subcategoria,provincia,departamento,localidad,nombre,domicilio,piso,CP,cod_area,telefono,mail,web,informacion,latitud,longitud,TipoLatitudLongitud,actividad_especifica,denominacion_especifica,fuente,tipo_gestion,inicio_act,capacidad,ano_actualizacion 
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Cuervo,Santiago del Estero 433,s/d,1075,11,43847320,teatroelcuervo@gmail.com,www.teatroelcuervo.com.ar,Capacidad sala 2: 30 personas,-34.61371600,-58.38463200,Precisa,"Producciones Teatrales,talleres de teatro",s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,50,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Santos Dumont 4040,Santos Dumont 4040,s/d,1427,s/d,s/d,programacion@santos4040.com.ar,www.santos4040.com.ar,s/d,-34.58865704,-58.44989365,Precisa,Obras de teatro,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,240,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro del Artefacto,SarandÃ­ 760,s/d,s/d,11,43083353,marielbignasco@yahoo.com.ar,s/d,s/d,-34.61780600,-58.39450200,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,81,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El EspiÃ³n,Sarandi 766,s/d,1226,11,49436516,espionsala@gmail.com,www.escuelitadeteatro.com.ar,A la italiana,-34.61787700,-58.39449900,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,1998,40,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Sede Teatro,Sarmiento 1495,s/d,1414,11,53442272,lasedeteatro@gmail.com,www.lasedeteatro.com,"Espacio no convencional (tarima, al ras del piso. circular, semicircular)",-34.60533069,-58.38776061,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,2012,35,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro El Trompo,Sarmiento 3235,,1196,11,20657806,culturadetrompo@gmail.com,https://garabitogustavo.wixsite.com/,,-34.60640200,-58.41170000,Precisa,"Teatro,Clases,FuncionesSala de ensayo",,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio Kabuki,Scalabrini OrtÃ­z 276 ,s/d,1414,11,60518787,info@kabuki.com.ar,www.kabuki.com.ar,s/d,-34.60001000,-58.43914000,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,40,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Crisol,Scalabrini OrtÃ­z 657 ,P.B.,s/d,s/d,s/d,crisolteatro@gmail.com,s/d,s/d,-34.59750000,-58.43485000,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,99,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro RÃ­o Colorado,Segurola 2355,P.B.,1417,11,45664440,normalicht@hotmail.com,s/d,"Espacio no convencional (tarima, al ras del piso. circular, semicircular)",-34.61457800,-58.50573200,Precisa,"Teatro,escuela,talleres de formaciÃ³n actoral",s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,1997,50,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio Lavallen,SolÃ­s 1125,s/d,s/d,11,41931813,espaciolavallen@gmail.com,www.espaciolavallen.blogspot.com,s/d,-34.62178000,-58.39017000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Sala de Teatro Ana Frank,SuperÃ­ 2639,,1430,11,35338505,,http://centroanafrank.com.ar/,,-34.56287500,-58.47081500,Precisa,"Teatro,Museo,muestras fotogrÃ¡ficas",,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Astrolabio Teatro,Terrero 1456,s/d,s/d,11,45810710,info@periplo-teatro.com.ar,s/d,s/d,-34.61136000,-58.46423000,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,53,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Sportivo Teatral,Thames 1426,P.B.,1414,11,48333585,sportivoteatral@hotmail.com,www.sportivoteatral.com.ar,"Espacio no convencional (tarima, al ras del piso. circular, semicircular)",-34.58920900,-58.43286200,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,1986,80,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio 33,Treinta y Tres Orientales 1119,s/d,s/d,11,20884456,33espacio@gmail.com,s/d,s/d,-34.62803652,-58.42253135,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,2016,0,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Brilla Cordelia,Tte. Gral. Juan Domingo PerÃ³n 1926,P.B.,1040,11,39727626,brillacordelia@gmail.com,s/d,"Espacio no convencional (tarima, al ras del piso. circular, semicircular) - capacidad sala 2: 40 personas",-34.60697000,-58.39391000,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,2009,40,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Habitar GÃ³mez ,ValentÃ­n GÃ³mez 3155,1Â°,1191,11,48629910,habitargomez@gmail.com,s/d,"Espacio no convencional (tarima, al ras del piso. circular, semicircular)",-34.60510206,-58.41012817,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,2009,50,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro El Extranjero,ValentÃ­n GÃ³mez 3380,P.B.,1191,11,48627400,elextranjero@elextranjeroteatro.com,www.elextranjeroteatro.com,A la italiana,-34.60520000,-58.41302000,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,2010,47,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Ghueto,Venezuela 1557,s/d,s/d,11,64295819,brenda_peluffo@hotmail.com,www.companiadeteatroelghetto.blogspot.com.ar,s/d,-34.61460000,-58.38835000,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,2014,47,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro AnfitriÃ³n,Venezuela 3340,s/d,1211,11,49312124,bertagoldenberg@fibertel.com.ar,www.anfitrionteatro.com.ar,s/d,-34.61662400,-58.41334600,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,2000,80,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Caras y Caretas San Telmo,Venezuela 370,s/d,1095,11,53546618,centrocultural@carasycaretas.org.ar,www.carasycaretas.org,s/d,-34.61362000,-58.37152100,Precisa,,s/d,Argentores / Relevamiento 2017,Privado,0,0,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Vera Vera Teatro,Vera 108,s/d,1414,11,48543655,rubensabadini@hotmail.com,www.veraverateatro.blogspot.com.ar,s/d,-34.60224900,-58.43456900,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,50,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Escuela de teatro musical y danzas FundaciÃ³n Julio Bocca,Viamonte 575,,1053,11,43157222,fundacio@fundacionjuliobocca.org.ar,http://www.fundacionjuliobocca.org.ar,,-34.59896942,-58.37479,,,,Fondo Desarrollar 2020,Privado,,,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Soderia Espacio ArtÃ­stico Fabril,Vidal 2549,P.B.,1428,11,45431728,la_soderia@yahoo.com.ar,s/d,"Espacio no convencional (tarima, al ras del piso. circular, semicircular) - Capacidad sala 2: 45 personas; capacidad sala 3: 35 personas",-34.56007800,-58.46390300,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,2001,90,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro EspÃ­ritu Mamut,Warnes 616,,1414,s/d,s/d,teatroespiritumamut@gmail.com,facebook.com/EspirituMamutTeatro/,,-34.6012007,-58.44494929,,,,Fondo Desarrollar 2020,Privado,,,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Felisberto Teatro,Yatay 112 ,,1170,s/d,s/d,s/d,s/d,,-34.61302000,-58.42854000,,PresentaciÃ³n de Obras,,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Abasto Social Club,Yatay 666,s/d,s/d,s/d,s/d,valeriacasielles@hotmail.com,s/d,s/d,-34.60446876,-58.42899755,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,60,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Gloria Espacio Teatral,Yatay 890,P.B.,s/d,11,35274420,lagloriaespacioteatral@gmail.com,www.lagloriateatral.com,"Espacio no convencional (tarima, al ras del piso. circular, semicircular)",-34.60132000,-58.42851000,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,2014,35,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro Ciego,Zelaya 3006,P.B.,1171,11,63798596,info@teatrociego.com,www.teatrociego.org,"Espacio no convencional (tarima, al ras del piso. circular, semicircular)",-34.60200800,-58.40818100,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,2008,80,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Asterion Teatro,Zelaya 3122,,1171,s/d,s/d,asterionteatro@hotmail.com,facebook.com/asterionteatro/,,-34.60179000,-58.40995000,,,,Fondo Desarrollar 2020,Privado,,,2020
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Zelaya,Zelaya 3134,s/d,s/d,s/d,s/d,fleonzo14@gmail.com.ar,s/d,s/d,-34.60160000,-58.41002000,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,50,2020
06028010,06,06028,,Salas de Teatro,,Buenos Aires,Almirante Brown,Almirante Brown,Espacio Cultural Superarte,Belgrano 1705,s/d,1854,11,42337922,espaciosuperarte@gmail.com,s/d,s/d,-34.86061200,-58.39204000,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,0,2020
06042010,06,06042,,Salas de Teatro,,Buenos Aires,Ayacucho,Ayacucho,La Casa del Teatro de Ayacucho,Rivadavia 854,,7150,s/d,s/d,,,,-37.15616000,-58.48813000,,"Teatro,clases",,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06049020,06,06049,,Salas de Teatro,,Buenos Aires,Azul,Azul,Espacio Cultural La Criba,Bogliano 628,P.B.,7300,2281,536759,lacriba@gmail.com,www.espacioculturallacriba.blogspot.com,s/d,-36.77636000,-59.85552000,Precisa,"Sala teatral,seminarios,talleres",s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,2006,60,2020
06049020,06,06049,,Salas de Teatro,,Buenos Aires,Azul,Azul,LA SALITA. Vivero Cultural OtoÃ±o Azul,Malere 567,,7300,s/d,s/d,,,,-36.77624000,-59.85746000,Precisa,Sala y producciÃ³n de obras,,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06056010,06,06056,,Salas de Teatro,,Buenos Aires,BahÃ­a Blanca,BahÃ­a Blanca,Espacio Juanita Primera,Alvarado 818,,8000,s/d,s/d,espaciojuanitaprimera@hotmail.com,http://juanitaprimera.com.ar/,,-38.70831500,-62.27127300,Precisa,Sala de teatro.Espacio de enseÃ±anza y formacion teatral,,Plan Podesta 2020 / Relevamiento SINCA,Privado,2013,,2020
06056010,06,06056,,Salas de Teatro,,Buenos Aires,BahÃ­a Blanca,BahÃ­a Blanca,Teatro Variette,Villarino 214,s/d,8000,291,6495298,s/d,s/d,s/d,-38.72516000,-62.26398000,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,0,2020
06091010,06,06091,,Salas de Teatro,,Buenos Aires,Berazategui,Berazategui,Indigo,Calle 144 nÂº 1536,s/d,1884,11,64642768,indigoesteatro@gmail.com,s/d,s/d,-34.76524000,-58.21228000,Precisa,,s/d,Plan Podesta 2020 / Fondo Desarrollar 2020/Relevamiento SINCA,Privado,2012,0,2020
06105060,06,06105,,Salas de Teatro,,Buenos Aires,BolÃ­var,San Carlos de BolÃ­var,Grupo Artecon Sala El Taller,Avellaneda 730,,6550,s/d,s/d,grupoartecon@speedy.com.ar,facebook.com/GrupoArtecon,,-36.22806400,-61.11145400,Precisa,PresentaciÃ³n de obras teatrales,,Plan Podesta 2020 / Relevamiento SINCA,Privado,1982,,2020
06119050,06,06119,,Salas de Teatro,,Buenos Aires,Coronel Brandsen,Coronel Brandsen,Teatro El Viejo Rafiki,Magdalena Fait 442,,1980,221,545 6008,,facebook.com/teatroel.viejorafiki,,-35.16007000,-58.24331200,Precisa,Teatro y clases,,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06217010,06,06217,,Salas de Teatro,,Buenos Aires,ChascomÃºs,ChascomÃºs,Mundo Gurrumin,Garay E/H.Yrigoyen y Machado,,7130,s/d,s/d,consuelorodriguezguerra@gmail.com,,,-35.57285000,-58.00787000,,,,Fondo Desarrollar 2020,Privado,2016,,2020
06224010,06,06224,,Salas de Teatro,,Buenos Aires,Chivilcoy,Chivilcoy,El Chasqui  Chivilcoy,Gral. Rodriguez 70,s/d,6620,2346,423445,teatroelchasqui@outlook.es,s/d,s/d,-34.89426000,-60.17470000,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,1959,0,2020
06224010,06,06224,,Salas de Teatro,,Buenos Aires,Chivilcoy,Chivilcoy,Sala grupo teatral Trac,Humberto Primo 48,s/d,6620,2346,656055,grupotrac@gmail.com,www.grupotrac.blogspot.com.ar,s/d,-34.88878000,-60.01283000,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,1997,0,2020
06224010,06,06224,,Salas de Teatro,,Buenos Aires,Chivilcoy,Chivilcoy,"Teatro ""La Cueva""",Rosetti 36,,6620,2346,456902,,,,-34.89377600,-60.01464000,Precisa,Teatro,,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06252010,06,06252,,Salas de Teatro,,Buenos Aires,Escobar,Escobar,La Kalimba Espacio de Arte,Don Bosco 843,s/d,1625,11,5897 9315,espaciolakalimba@gmail.com,www.lakalimba.com.ar/,s/d,-34.35185165,-58.79164094,Precisa,,s/d,Fondo Desarrollar 2020,Privado,0,0,2020
06252010,06,06252,,Salas de Teatro,,Buenos Aires,Escobar,GarÃ­n,La FÃ¡brica Teatral,Cabildo 2076Â ,,1619,11,5468 8837,lafabricateatral@gmail.com,facebook.com/lafabricateatral/,,-34.43270000,-58.73211000,,,,Fondo Desarrollar 2020,Privado,,,2020
06260010,06,06260,,Salas de Teatro,,Buenos Aires,Esteban EcheverrÃ­a,Esteban EcheverrÃ­a,Espacio Teatral Canning,Coronel Vicente Dupuy 4600,,1804,11,5781 4937,espacioteatralcanning@gmail.com,facebook.com/EspacioTeatralCanning,,-34.88113000,-58.50080000,,"Teatro,clases",,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06260010,06,06260,,Salas de Teatro,,Buenos Aires,Esteban EcheverrÃ­a,Monte Grande,La Pentalpha Teatro,ValentÃ­n Alsina 7,,1842,11,3796 2993,teatro@lapentalpha.com,,,-34.82364000,-58.46286000,,,,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06260010,06,06260,,Salas de Teatro,,Buenos Aires,Esteban EcheverrÃ­a,Monte Grande ,La Rueca Teatro,General Alvear 483,,1842,11,4296 2573,laruecateatroyartes@gmail.com,facebook.com/LaRuecaTeatroyartes,,-34.81519600,-58.45861000,Precisa,"Sala de Teatro,obras",,Plan Podesta 2020 / Relevamiento SINCA,Privado,2012,,2020
06280020,06,06280,,Salas de Teatro,,Buenos Aires,General Alvarado,Mar del Sur,Teatro del Sur,Calle 31 y Calle 102,s/d,7607,s/d,s/d,teasur@gmail.com,facebook.com/fundacionteatrodelsur/,,-38.33893000,-57.99656000,Precisa,,s/d,Relevamiento SINCA,PÃºblico,0,0,2020
06280040,06,06280,,Salas de Teatro,,Buenos Aires,General Alvarado,Miramar,Espacio Konstantin Teatro,Calle 36 741,,7607,,,espaciokonstantin@gmail.com,facebook.com/EspacioKonstantinTeatro/,,-38.26398500,-57.84035400,Precisa,"Escuela de teatro, clases, talleres",,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06351020,06,06351,,Salas de Teatro,,Buenos Aires,General Pinto,General Pinto,AlmaZen Teatro,Alberto Brown 448,,6050,,,eldesnivelteatro@hotmail.com,,,-34.75889000,-61.89089000,,Teatro autÃ³nomo y alternativo,,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06351020,06,06352,,Salas de Teatro,,Buenos Aires,Mercedes,Mercedes,SABA  Centro de Arte,Calle 41 s/n,,6600,2324,46 1434,,facebook.com/sabacentrodearte,,-34.65178000,-59.43907000,,Teatro,,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,Centro Cultural Dudu,25 de Mayo 3349,,7600,223,472 0110,duduteatroparabebes@gmail.com,facebook.com/duduteatroparabebes/,,-37.99379000,-57.55314000,,Teatro para BebÃ©s,,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,Cuatro Elementos Espacio Teatral,Alberti 2746,s/d,7600,223,49534798,josecanejo@yahoo.com.ar,www.espaciocuatroelementos.com,,-38.00603369,-57.55431667,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,1991,150,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,Colectivo Cultural A la Vuelta de la Esquina,Alberti 3723,s/d,7600,s/d,s/d,angelesdepaoli@hotmail.com,facebook.com/colectivoalavueltadelaesquina/,,-38.00097000,-57.56410000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,100,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,Teatro Estudio Re Fa Si,Av. Luro  2320,s/d,7600,223,4925103,s/d,facebook.com/teatro.refasi,,-38.00001800,-57.54338900,Precisa,,s/d,Argentores / Relevamiento 2017,Privado,0,0,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,El SÃ©ptimo Fuego,BolÃ­var 3675,s/d,7600,223,4959572,septimofuego@speedy.com.ar,facebook.com/teatroseptimofuego,Espacio no convencional,-37.99710300,-57.56030900,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,1997,100,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,La Guarida,Entre RÃ­os 1964,,7600,,,laguaridamdp@gmail.com,,,-38.00356800,-57.54454800,Precisa,PresentaciÃ³n de obras teatrales,,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,El TelÃ³n Teatro,EspaÃ±a 1839,,7600,223,5427679,eltelonarte@gmail.com,facebook.com/eltelonarte/,,-37.99603500,-57.55709300,Precisa,"Teatro, cursos y talleres",,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,La Maga Casa de Arte,Jujuy 1771,s/d,7600,223,6342822,lamagamdq@gmail.com,facebook.com/LaMagaCasadeTeatro/,,-37.99583014,-57.55561143,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,0,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,El GalpÃ³n de las Artes,Jujuy 2755,s/d,7600,223,4964030,teatro@galponartes.com.ar,www.galponartes.com,Espacio no convencional,-37.98003700,-57.55368400,Precisa,,s/d,INT / Relevamiento 2017,Privado,1996,140,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,Liberart Espacio Cultural,Moreno 2742,s/d,7600,223,4962823,liberartespaciocultural@hotmail.com,facebook.com/liberartespaciocultural,,-38.00120000,-57.55031000,Precisa,"Teatro,presentaciÃ³n de obras teatrales,talleres de teatro",s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,2008,0,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,Teatro Hostel,OlavarrÃ­a 2373,,7600,,,teatrohostel1@gmail.com,,,-38.01092600,-57.53939700,Precisa,"Teatro, investigaciÃ³n y puesta en prÃ¡ctica de obras",,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,Teatro del Angel,Rivadavia 2312,s/d,7600,223,s/d,s/d,facebook.com/TeatrodelAngelMdp/,,-38.00170500,-57.54460100,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,0,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,Teatro Bar La Campana,Rivadavia 2336,s/d,7600,223,61308003,s/d,facebook.com/TeatroLaCampana/,,-38.00156900,-57.54484800,Precisa,,s/d,Argentores / Relevamiento 2017,Privado,0,0,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,El Club del Teatro,Rivadavia 3422,s/d,7600,223,4758790,elclubdeteatro@yahoo.com.ar,www.elclubdelteatro.blogspot.com,,-37.99600800,-57.55584100,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,0,2020
06357110,06,06357,,Salas de Teatro,,Buenos Aires,General Pueyrredon,Mar del Plata,Teatro La Bancaria. Sala Arturo Jauretche,San Luis 2069,s/d,7600,223,4957711,smardelplata@bancaria.org.ar,www.bancariamdp.org.ar,,-38.00189100,-57.55020700,Precisa,,s/d,INT / Relevamiento 2017,Privado,0,120,2020
06371010,06,06371,,Salas de Teatro,,Buenos Aires,General San MartÃ­n,General San Martin,Las 4 Plumas Club de Arte,Islas Malvinas 2982,,1650,11,5898 6491,las4plumasclubdearte@gmail.com,Facebook:Las 4 plumas Club de Arte,,-34.56486000,-58.54210000,,"Obras de Teatro, talleres",,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
06371010,06,06371,,Salas de Teatro,,Buenos Aires,General San MartÃ­n,General San Martin,Entelar Espacio,Marengo 3294,s/d,1650,11,47382299,entelarespacio@gmail.com,facebook.com/entelarespacio/,,-34.56052348,-58.54235185,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,2014,0,2020
06413050,06,06413,,Salas de Teatro,,Buenos Aires,Junin,Junin,Sala Teatro de TÃ­teres Cubana Argentina,Lavalle 1511 ,1Â°,6000,236,4355159,lasyaquis@gmail.com,s/d,Capacidad sala 2: 40 personas,-34.57582000,-60.96490000,Precisa,"EspectÃ¡culos de tÃ­teres,cursos,talleres",s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,2017,80,2020
06427010,06,06427,,Salas de Teatro,,Buenos Aires,La Matanza,La Matanza,Teatro La Cordura del Copete,Arieta  3694,s/d,3040,11,44417668,lacorduradelcopete@yahoo.com.ar,www.lacorduradelcopete.blogspot.com,s/d,-34.68353600,-58.55373100,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,2003,0,2020
06427010,06,06427,,Salas de Teatro,,Buenos Aires,La Matanza,La Matanza,TravesÃ­a Teatro,El MacurÃº 162,s/d,1778,11,39389994,travesiateatro@gmail.com,http://travesiateatro.com.ar,"Espacio no convencional (tarima, al ras del piso. circular, semicircular)",-34.73477200,-58.53196000,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,60,2020
06427010,06,06427,,Salas de Teatro,,Buenos Aires,La Matanza,La Matanza,Teatro La Cochera,J L Larre 477,s/d,1759,2202,422388,s/d,s/d,s/d,-34.76900000,-58.64700000,Precisa,,s/d,Plan Podesta 2020 / Relevamiento SINCA,Privado,0,250,2020
06427010,06,06427,,Salas de Teatro,,Buenos Aires,La Matanza,La Matanza,Aluperan Artes de Circo,Viamonte 160,s/d,1704,s/d,s/d,s/d,facebook.com/aluperan/,,-34.64415221,-58.55825928,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2020
06434010,06,06434,,Salas de Teatro,,Buenos Aires,LanÃºs,LanÃºs,Casa Teatro El Correo,Carlos Gardel 178,,1824,,,,facebook.com/elcorreopipi,,-34.70935000,-58.39391000,,"Obras,talleres",,Plan Podesta 2020 / Relevamiento SINCA,Privado,,,2020
